eintrag,haus,lage,jahr,hypothek,typen,std-geb,gebühr,verhältnis,std-preis,preis,original
GB-E 1257-1,DB0074a,Bognergasse,1513,,,118,3 s. 28 d.,120,59,59 tl.,umb Neynundfunftzig phund phening lanndesweerung in Osterreich  
GB-E 1257-2,keine_id,Hofgasse,1513,,,72,2 s. 12 d.,,,,
GB-E 1258-1,DB5113,hinter St. Pankraz,1513,,,72,2 s. 12 d.,,,,
GB-E 1258-2,keine_id,Kernerstraße,1513,,,760,3 tl. 1 s. 10 d.,120,380,380 tl.,umb drew hundert und Achtzig phund phening guter lanndesweerung in Osterreich  
GB-E 1259-1,keine_id,Kernerstraße,1513,,,144,4 s. 24 d.,,,,
GB-E 1260-1,keine_id,Laimgrube,1513,,,40,1 s. 10 d.,180,30.0,40 tl. / 20 tl.,umb viertzig phund phening  umb zwainzig phund phening guter landsweerung in Osterreich  
GB-E 1260-2,DB0056,Alserstraße / vor Schottentor,1513,ja,,,,,58,58 tl.,umb Achtundfunftzig phund phening guter lanndeswerung in Osterreich  
GB-E 1261-1,keine_id,Fischergasse,1513,,,72,2 s. 12 d.,,,,
GB-E 1262-1,keine_id,Fischergasse,1513,,,156,5 s. 6 d.,,,na,umb ain Summa gellts  
GB-E 1263-1,DB5490,unter den langen Tuchlauben,1513,,,350,1 tl. 3 s. 20 d.,,,na,umb ain Summa gellts  
GB-E 1263-2,keine_id,auf dem Anger / Nikolaikloster,1513,,,72,2 s. 12 d.,,,,
GB-E 1264-1,keine_id,Krugstraße,1513,,,74,2 s. 14 d.,,,,
GB-E 1264-2,DB1046,Judengasse / Weiße Brüder,1513,,,216,7 s. 6 d.,,,na,umb ain Summa gellts  
GB-E 1265-1,DB1043b,Weiße Brüder,1513,,,216,7 s. 6 d.,,,na,umb ain Summa gellts  
GB-E 1266-1,DB1046,Badstube zu den Röhren,1513,,,,,,,na,umb ain Summa gellts  
GB-E 1266-2,DB1043b,Weiße Brüder,1513,,,,,,,na,umb ain Summa gellts  
