eintrag,haus,lage,jahr,hypothek,typen,std-geb,gebühr,verhältnis,std-preis,preis,original
GB-D 0004-1,keine_id,Roter Turm,1438,ja,,,0 d.,,,,
GB-D 0004-2,DB5503,Münzerstraße,1438,,,1500,6 tl. 60 d.,128,800,800 tl.,umb Achthundert phunt Wienner phenning  
GB-D 0004-3,DB5504,Kammerhof,1438,,kauf ,400,13 s. 10 d.,120,200,200 tl.,umb iiᶜ tl. d.  
GB-D 0005-1,keine_id,Krugstraße,1437,,,72,72 d.,,,,
GB-D 0005-2,DB5205,Wiltwerkerstraße,1438,ja,kauf ,600,2.5 tl.,100,250,250 tl.,umb ii½ᶜ tl. d.  
GB-D 0005-3,keine_id,Domprobsthof,1438,,,,0 d.,,,,
GB-D 0005-4,DB0045,Alserstraße,1438,ja,kauf ,116,3 s. 26 d.,120,58,58 tl.,umb lviii tl. d.  
GB-D 0006-1,keine_id,Kernerstraße,1438,ja,,72,72 d.,,,,
GB-D 0006-2,keine_id,Lichtensteg,1438,,,72,72 d.,,,,
GB-D 0006-3,keine_id,Pippingerstraße,1438,,kauf ,128,0.5 tl. 8 d.,120,64,64 tl.,umb lxiiii tl. d.  
GB-D 0006-4,keine_id,innerhalb Werdertor,1438,,kauf ,76,76 d.,120,38,38 tl.,umb xxxviii tl. d.  
GB-D 0007-1,keine_id,Lichtensteg,1438,,,72,72 d.,,,,
GB-D 0007-2,keine_id,unter den Fischern / vor Werdertor,1439,,,72,72 d.,,,,
GB-D 0007-3,keine_id,Wollzeile,1439,,,960,4 tl.,,,,
GB-D 0008-1,keine_id,Riemergasse / St. Jakob,1439,ja,,100,3 s. 10 d.,120,50,50 tl.,umb l tl. d.  
GB-D 0008-2,keine_id,vor Werdertor,1439,,kauf ,400,13 s. 10 d.,2400,4000,4000 tl.,umb cccc tl. d.  
GB-D 0008-3,keine_id,vor Werdertor,1439,,kauf ,34,34 d.,120,17,17 tl.,umb xvii tl. d.  
GB-D 0008-4,keine_id,St. Johannsstraße,1439,ja,,72,72 d.,,,,
GB-D 0009-1,keine_id,vor Werdertor,1439,,,72,72 d.,,,,
GB-D 0009-2,keine_id,Alter Fleischmarkt / Laurenzerinnen,1439,,,72,72 d.,,,,
GB-D 0009-3,DB0035,Alserstraße,1439,,kauf ,12,12 d.,120,6,6 tl.,umb vi tl. d.  
GB-D 0009-4,keine_id,innerhalb Werdertor,1440,,kauf ,54,54 d.,120,27,27 tl.,umb xxvii tl. d.  
GB-D 0010-1,keine_id,vor Werdertor,1440,,,72,72 d.,,,,
GB-D 0010-2,keine_id,Weihenburg,1440,ja,,320,10 s. 20 d.,,,,
GB-D 0010-3,DB1211,Wiltwerkerstraße,1445,ja,,72,72 d.,,,,
GB-D 0011-1,keine_id,Riemergasse,1440,,,300,10 s.,,,,
GB-D 0011-2,keine_id,Weihenburg,1440,ja,,60,60 d.,,,,
GB-D 0011-3,keine_id,Singerstraße,1440,ja,,216,7 s. 6 d.,,,,
GB-D 0012-1,keine_id,Teinfaltstraße,1440,,,72,72 d.,,,,
GB-D 0012-2,DB1060,Wiltwerkerstraße,1439,,kauf ,310,10 s. 10 d.,120,155,155 tl.,umb Clv tl. d. 
GB-D 0012-3,keine_id,Riemergasse / St. Jakob,1441,,kauf ,130,4 s. 10 d.,92,50,50 tl.,umb l tl. d.  
GB-D 0013-1,keine_id,vor Stubentor,1441,ja,,216,7 s. 6 d.,,,,
GB-D 0013-2,DB0400,Kremserstraße / vor Widmertor,1441,,,40,40 d.,120,20,20 tl.,umb xx tl. d.  
GB-D 0013-3,keine_id,Neuer Markt,1441,,kauf ,360,12 s.,120,180,180 tl.,umb Clxxx tl. d.  
GB-D 0014-1,keine_id,St. Johann / vor Werdertor,1441,ja,,72,72 d.,,,,
GB-D 0014-2,DB0131,Altdonau,1441,,kauf ,60,60 d.,176,44,44 tl.,umb xliiii tl.  
GB-D 0014-3,DB5490,unter den langen Tuchlauben,1441,ja,,400,13 s. 10 d.,120,200,200 tl.,umb cc tl. d.  
GB-D 0015-1,keine_id,Alter Kohlmarkt,1441,ja,,72,72 d.,,,,
GB-D 0015-2,keine_id,Alter Fleischmarkt,1442,,,72,72 d.,,,,
GB-D 0015-3,DB0400,Kremserstraße,1442,,,40,40 d.,120,20,20 tl.,umb xx tl. d.  
GB-D 0015-4,keine_id,Wollzeile,1442,,,360,12 s.,,,,
GB-D 0016-1,keine_id,Wollzeile,1442,,kauf ,760,3 tl. 40 d.,120,380,380 tl.,umb ccclxxx tl. d.  
GB-D 0016-2,keine_id,Singerstraße,1442,ja,kauf ,144,0.5 tl. 24 d.,120,72,72 tl.,umb lxxii tl. d.  
GB-D 0017-1,keine_id,bei den Predigern,1443,,,62,62 d.,,,,
GB-D 0017-2,keine_id,Lichtensteg,1443,ja,,72,72 d.,,,,
GB-D 0018-1,keine_id,Burg,1443,,,72,72 d.,,,,
GB-D 0018-2,keine_id,Alter Fleischmarkt,1443,,,86,86 d.,,,,
GB-D 0018-3,DB6000,Scheffstraße,1443,,,36,36 d.,120,18,18 tl.,umb xviii tl. d.  
GB-D 0018-4,keine_id,vor Werdertor,1443,,,40,40 d.,240,40,40 tl.,umb xl tl. d.  
GB-D 0019-1,DB0043,#Alserstraße / vor Schottentor,1443,ja,,,,,51,51 tl.,umb Ainsundfunfczigk phund pfenning  
GB-D 0019-2,DB0043,#Alserstraße / vor Schottentor,1443,ja,kauf ,112,3 s. 22 d.,109,51,51 tl.,umb Ainsundfunfczig pfund pfenning  
GB-D 0020-1,keine_id,Wollzeile,1443,,,380,12 s. 20 d.,,,,
GB-D 0020-2,keine_id,Alter Kohlmarkt / Walichstraße,1444,,,,,,,,
GB-D 0021-1,DB1052,Schiltergasse,1444,,,144,0.5 tl. 24 d.,,,,
GB-D 0021-2,keine_id,,1444,,,72,72 d.,,,,
GB-D 0021-3,keine_id,Landstraße / vor Stubentor,1454,,,20,20 d.,,,,
GB-D 0021-4,keine_id,Alter Kohlmarkt,1514,ja,,72,72 d.,,,,
GB-D 0022-1,DB0050,Alserstraße / vor Schottentor,1444,,,40,40 d.,120,20,20 tl.,umb xx tl. d.  
GB-D 0022-2,keine_id,Wollzeile,1444,,,72,72 d.,,,,
GB-D 0022-3,keine_id,Stadtgraben / vor Stubentor,1444,,kauf ,1426,5 tl. 7 s. 16 d.,,,,
GB-D 0023-1,keine_id,Mentlerstraße / Ringmauer,1444,,,72,72 d.,,,,
GB-D 0023-2,keine_id,Wollzeile,1444,,,680,2 tl. 6 s. 20 d.,120,340,340 tl.,umb drewhundert und virczig pfund pfenning  
GB-D 0023-3,DB1146,Am Hof,1445,ja,,72,72 d.,,,,
GB-D 0024-1,keine_id,Hirschpeunt,1445,,,,0 d.,,,,
GB-D 0024-2,keine_id,Hirschpeunt,1445,,,72,72 d.,,,,
GB-D 0024-3,keine_id,St. Johannsstraße,1445,,,72,72 d.,,,,
GB-D 0025-1,keine_id,Gässlein zu unser lieben Frau / Würffel,1445,,,72,72 d.,,,,
GB-D 0025-2,keine_id,Wollzeile,1445,,,1200,5 tl.,120,600,600 tl.,umb sechshundert phunt pfenning  
GB-D 0025-3,keine_id,Domprobsthof,1445,,,318,10 s. 18 d.,,,,
GB-D 0026-1,keine_id,Rotgasse,1445,,kauf ,90,3 s.,120,45,45 tl.,umb xlv tl. d.  
GB-D 0026-2,keine_id,Teinfaltstraße,1445,,,72,72 d.,,,,
GB-D 0026-3,keine_id,Heiligenkreuzerhof,1445,,,72,72 d.,,,,
GB-D 0026-4,keine_id,Alter Rossmarkt,1445,ja,,72,72 d.,,,,
GB-D 0027-1,keine_id,Niederes Burgfeld,1445,ja,,16,16 d.,120,8,8 tl.,umb acht pfund pfenning  
GB-D 0027-2,keine_id,vordere Peckenstraße,1515,,,72,72 d.,,,,
GB-D 0027-3,keine_id,vor Stubentor,1445,ja,,216,7 s. 6 d.,,,,
GB-D 0028-1,DB1040,Schulhof,1446,,kauf ,456,15 s. 6 d.,120,228,228 tl.,umb zwaihundert achtundzwanczig pfund phenning  
GB-D 0028-2,keine_id,Kumpflucke / vor Kernertor,1446,,,,0 d.,,,,
GB-D 0028-3,keine_id,hintere Peckenstraße,1446,,,72,72 d.,,,,
GB-D 0029-1,keine_id,Krotental / vor Stubentor,1445,,kauf ,72,72 d.,120,36,36 tl.,umb xxxvi tl. d.  
GB-D 0029-2,keine_id,Singerstraße,1446,,,216,7 s. 6 d.,,,,
GB-D 0029-3,DB5562,Hühnergässchen,1446,,,112,3 s. 22 d.,141,66,66 tl.,umb lxvi tl. d.  
GB-D 0029-4,keine_id,Hochstraße,1447,,kauf ,140,0.5 tl. 20 d.,,,,
GB-D 0030-1,DB1021,Wiltwerkerstraße,1446,,,1000,4 tl. 40 d.,60,250,250 tl.,umb ii½ᶜ tl. d.  
GB-D 0030-2,keine_id,Landskron,1446,,,800,3 tl. 80 d.,150,500,500 tl.,umb vᶜ tl. d.  
GB-D 0030-3,keine_id,vor Widmertor,1447,,,110,3 s. 20 d.,120,55,55 tl.,umb lv tl. d.  
GB-D 0031-1,keine_id,Schenkenstraße,1447,ja,,72,72 d.,,,,
GB-D 0031-2,keine_id,Hochstraße,1447,,,34,34 d.,240,34,34 tl.,umb xxxiiii tl. d.  
GB-D 0031-3,keine_id,Greut / vor Stubentor,1450,,,72,72 d.,,,,
GB-D 0031-4,DB5012bc,Hohe Brücke / Tiefer Graben,1447,,,144,0.5 tl. 24 d.,,,,
GB-D 0032-1,DB6000,Scheffstraße,1447,,,,0 d.,,,,
GB-D 0032-2,keine_id,auf dem Anger,1430,ja,,,0 d.,,,,
GB-D 0032-3,DB5410b,Hoher Markt / unter den Wendkremen,1448,,,72,72 d.,,,,
GB-D 0032-4,keine_id,Alter Fleischmarkt,1448,,,600,2.5 tl.,120,300,300 tl.,umb drewhundert pfunt phenning  
GB-D 0033-1,keine_id,St. Johannsstraße / Traibotenstraße,1448,,,72,72 d.,,,,
GB-D 0033-2,keine_id,Kernerstraße,1448,,,144,0.5 tl. 24 d.,,,,
GB-D 0033-3,keine_id,Greut / vor Stubentor,1445,,kauf ,210,7 s.,120,105,105 tl.,umb hundert und funf phund phenning  
GB-D 0033-4,keine_id,Krugstraße,1448,,kauf ,900,3 tl. 6 s.,120,450,450 tl.,funfthalbhundert phunt phenning  
GB-D 0034-1,keine_id,Alter Fleischmarkt / Laurenzerinnen,1449,,kauf ,450,15 s.,120,225,225 tl.,umb zwaihundert funfundzwainczig phunt phenning  
GB-D 0034-2,keine_id,Graben,1449,,,72,72 d.,,,,
GB-D 0034-3,keine_id,unter den Lederern / vor Werdertor,1449,,,,0 d.,,,,
GB-D 0034-4,keine_id,Wollzeile,1449,,,72,72 d.,,,,
GB-D 0035-1,keine_id,Weihenburg,1449,,kauf ,240,1 tl.,120,120,120 tl.,umb hundert und zwainczig phunt phenning  
GB-D 0035-2,keine_id,hintere Peckenstraße,1449,,,73,73 d.,,,,
GB-D 0035-3,keine_id,Schenkenstraße,1449,,,72,72 d.,,,,
GB-D 0035-4,keine_id,Weihenburg,1449,,,72,72 d.,,,,
GB-D 0036-1,keine_id,vor Werdertor,1450,,kauf ,88,88 d.,120,44,44 tl.,umb xliiii tl. d.  
GB-D 0036-2,DB5035,Schiltergasse,1450,ja,,72,72 d.,,,,
GB-D 0036-3,keine_id,Kernerstraße,1450,,,1680,7 tl.,121,850,850 tl.,umb Newnthalbhundert pfund phenning  
GB-D 0036-4,keine_id,Domprobsthof / unter den Goldschmieden,1450,,,72,72 d.,,,,
GB-D 0036-5,DB5012bc,Hohe Brücke / Tiefer Graben,1450,,,,0 d.,,,,
GB-D 0036-6,keine_id,Kumpfgasse,1450,,,72,72 d.,,,,
GB-D 0037-1,keine_id,Greut / vor Stubentor,1451,,,,0 d.,,,,
GB-D 0037-2,DB0047,#Alserstraße / unter den Lederern / vor Schottentor,1451,,kauf ,200,6 s. 20 d.,120,100,100 tl.,umb hundert phund phenning  
GB-D 0037-3,keine_id,Graben,1451,,,48,48 d.,240,48,48 tl.,umb Acht und virczig phund phenning  
GB-D 0037-4,DB5110,hinter St. Pankraz,1451,ja,,144,0.5 tl. 24 d.,,,,
GB-D 0037-5,keine_id,Kernerstraße,1451,,,950,3 tl. 7 s. 20 d.,120,475,475 tl.,umb virhundert und funf undsibenczig phund phenning  
GB-D 0038-1,DB0116,Walichstraße / #Haarhof,1451,,,72,72 d.,,,,
GB-D 0038-2,keine_id,Walichstraße,1451,ja,,72,72 d.,,,,
GB-D 0038-3,keine_id,unter den Goldschmieden,1451,,,,0 d.,,,,
GB-D 0038-4,keine_id,Alter Kohlmarkt,1451,,,72,72 d.,,,,
GB-D 0038-5,keine_id,Kernerstraße / Kernertor,1450,,kauf ,680,2 tl. 6 s. 20 d.,120,340,340 tl.,umb drewhundert und virczig phunt phenning  
GB-D 0038-6,keine_id,bei den Predigern,1451,,,240,1 tl.,125,125,125 tl.,umb hundert und funfundzwainczig phunt phenning  
GB-D 0039-1,DB5483,Kammerhof,1451,,,72,72 d.,,,,
GB-D 0039-2,keine_id,unter den langen Tuchlauben,1451,,,72,72 d.,,,,
GB-D 0039-3,keine_id,Wollzeile,1451,,,72,72 d.,,,,
GB-D 0040-1,keine_id,Alter Rossmarkt,1452,,,72,72 d.,,,,
GB-D 0040-2,keine_id,Roter Turm,1452,,,390,13 s.,246,400,400 tl.,umb viehundert phund phenning 
GB-D 0040-3,DB5546,unter den Sattlern,1452,,,400,13 s. 10 d.,120,200,200 tl.,umb zwaihundert phund pfenning  
GB-D 0040-4,DB5544,unter den Sattlern,1452,,,72,72 d.,,,,
GB-D 0040-5,keine_id,vordere Peckenstraße,1452,,kauf ,600,2.5 tl.,140,350,350 tl.,umb virdhalb hundert phunt phenning  
GB-D 0040-6,keine_id,Alter Kohlmarkt,1452,,,72,72 d.,,,,
GB-D 0041-1,keine_id,Laurenzerinnen / unter den Hafnern,1453,,,216,7 s. 6 d.,,,,
GB-D 0041-2,DB6000,Scheffstraße,1453,,,144,0.5 tl. 24 d.,,,,
GB-D 0041-3,DB1052,Schiltergasse,1453,,,72,72 d.,,,,
GB-D 0041-4,keine_id,hintere Peckenstraße,1453,,,72,72 d.,,,,
GB-D 0042-1,keine_id,Pippingerstraße,1452,,,,0 d.,,,,
GB-D 0042-2,keine_id,vor Kernertor,1453,,kauf ,90,3 s.,240,90,90 tl.,umb lxxxx tl. d.  
GB-D 0042-3,keine_id,St. Johannsstraße,1453,,,,0 d.,,,,
GB-D 0042-4,DB5137,hinter St. Pankraz,1453,,kauf ,200,6 s. 20 d.,120,100,100 tl.,umb hundert phund phenning  
GB-D 0042-5,keine_id,Singerstraße,1453,,,,0 d.,,,,
GB-D 0042-6,keine_id,hintere Peckenstraße / Hochschule,1453,ja,,,0 d.,,,,
GB-D 0043-1,keine_id,Singerstraße / Stephansfreithof,1453,,,,0 d.,,,,
GB-D 0043-2,keine_id,Alter Kohlmarkt,1454,ja,,72,72 d.,,,,
GB-D 0043-3,keine_id,unter den Goldschmieden,1454,,,216,7 s. 6 d.,,,,
GB-D 0043-4,keine_id,Krugstraße / Ringmauer,1454,,,216,7 s. 6 d.,,,,
GB-D 0044-1,keine_id,Alter Rossmarkt,1454,,,72,72 d.,,,,
GB-D 0044-2,keine_id,Pippingerstraße,1454,,,72,72 d.,,,,
GB-D 0044-3,keine_id,Neuer Markt,1454,,,72,72 d.,,,,
GB-D 0044-4,keine_id,Haarmarkt,1454,,,72,72 d.,,,,
GB-D 0044-5,keine_id,hintere Peckenstraße,1454,,,1140,4 tl. 6 s.,120,573,573 tl. 6 s.,umb funfhundert drewundsibenczig pfunt und sechs schilling pfenning  
GB-D 0044-6,keine_id,Am scharfen Eck / Wollzeile,1454,,,626,2.5 tl. 26 d.,120,313,313 tl.,umb drewhundert und xiii tl. d.  
GB-D 0045-1,keine_id,Katerlucke,1454,,,72,72 d.,,,,
GB-D 0045-2,keine_id,Kienmarkt,1454,,,120,0.5 tl.,,,,
GB-D 0045-3,keine_id,Singerstraße / Stephansfreithof,1454,,,72,72 d.,,,,
GB-D 0045-4,keine_id,hintere Peckenstraße / Hochschule,1454,,,72,72 d.,,,,
GB-D 0045-5,DB5303,Schulhof,1454,,,72,72 d.,,,,
GB-D 0046-1,DB6000,Scheffstraße,1454,,,72,72 d.,,,,
GB-D 0046-2,keine_id,unter den langen Tuchlauben,1455,,,72,72 d.,,,,
GB-D 0046-3,keine_id,Alter Fleischmarkt,1455,,,360,12 s.,,,,
GB-D 0046-4,keine_id,Lichtensteg,1455,,,360,12 s.,,,,
GB-D 0046-5,keine_id,Mentlerstraße,1455,ja,kauf ,64,64 d.,120,32,32 tl.,umb xxxii tl. d.  
GB-D 0047-1,keine_id,Alter Kohlmarkt,1455,,,72,72 d.,,,,
GB-D 0047-2,keine_id,Katerlucke,1455,ja,,32,32 d.,120,16,16 tl.,umb xvi tl. d.  
GB-D 0047-3,DB5480,unter den Tuchscherern,1455,,,1200,5 tl.,120,600,600 tl.,umb Sechshundert pfund pfenning  
GB-D 0047-4,keine_id,St. Johannsstraße,1456,,,94,3 s. 4 d.,120,47,47 tl.,umb xlvii tl. d.  
GB-D 0047-5,keine_id,innerhalb Stubentor / Wollzeile,1456,ja,,144,0.5 tl. 24 d.,,,,
GB-D 0048-1,DB0116,Walichstraße / Haarhof,1466,,,72,72 d.,,,,
GB-D 0048-2,DB1039,Weiße Brüder,1456,,,72,72 d.,,,,
GB-D 0048-3,keine_id,St. Johannsstraße,1456,,,100,3 s. 10 d.,120,50,50 tl.,umb funfczig pfund pfenning  
GB-D 0048-4,keine_id,unter den Hafnern,1456,,,72,72 d.,,,,
GB-D 0048-5,keine_id,St. Johannsstraße,1456,,,62,62 d.,120,31,31 tl.,umb Ainsunddreissig pfund pfenning  
GB-D 0048-6,keine_id,Kernerstraße,1456,,,72,72 d.,,,,
GB-D 0049-1,keine_id,Alter Kohlmarkt / #St. Michael,1455,,,216,7 s. 6 d.,,,,
GB-D 0049-2,keine_id,Kernerstraße,1457,,,72,72 d.,,,,
GB-D 0049-3,keine_id,Laurenzerinnen / unter den Hafnern,1457,,,72,72 d.,,,,
GB-D 0049-4,DB0122,hinter St. Pankraz,1457,ja,kauf ,30,30 d.,240,30,30 tl.,umb dreissig pfunt pfenning  
GB-D 0049-5,DB5100,hinter St. Pankraz,1457,,,,,,,,
GB-D 0050-1,keine_id,Weihenburg,1457,,kauf ,346,11 s. 16 d.,120,173,173 tl.,umb clxxiii tl. d.  
GB-D 0050-2,keine_id,Roter Turm,1462,,,72,72 d.,,,,
GB-D 0050-3,keine_id,Kernerstraße,1457,,,72,72 d.,,,,
GB-D 0050-4,keine_id,Alter Fleischmarkt,1457,,,72,72 d.,,,,
GB-D 0050-5,keine_id,unter den Fischern / vor Werdertor,1457,,,72,72 d.,,,,
GB-D 0050-6,DB0047,#Alserstraße / vor Schottentor,1458,,,72,72 d.,,,,
GB-D 0051-1,DB0047,#Alserstraße / unter den Lederern / vor Schottentor,1457,,,210,7 s.,120,105,105 tl.,umb hundert und funf pfunt pfenning  
GB-D 0051-2,keine_id,Bürgerspital / Greut,1457,,,72,72 d.,,,,
GB-D 0051-3,keine_id,Singerstraße,1457,,,144,0.5 tl. 24 d.,500,300,300 tl.,umb drewhundert pfunt pfenning  
GB-D 0051-4,keine_id,Haarmarkt,1457,,,950,3 tl. 7 s. 20 d.,120,475,475 tl.,umb viehundert funfundsibenczig pfund pfenning  
GB-D 0052-1,keine_id,Kumpflucke,1458,,,72,72 d.,,,,
GB-D 0052-2,DB1063,Wiltwerkerstraße,1458,,kauf ,500,2 tl. 20 d.,120,250,250 tl.,umb drithalbhundert phunt phenning  
GB-D 0052-3,keine_id,Stadtgraben / vor Kernertor,1458,,,144,0.5 tl. 24 d.,,,,
GB-D 0052-4,DB5240,Wiltwerkerstraße,1458,,kauf ,330,11 s.,120,165,165 tl.,umb hundert und funfundsechczig phunt phenning  
GB-D 0052-5,keine_id,vordere Peckenstraße,1458,,kauf ,800,3 tl. 80 d.,1200,4000,4000 tl.,umb cccc tl. d.  
GB-D 0052-6,keine_id,Lichtensteg / unter den Fleischbänken,1458,,kauf ,3000,12.5 tl.,120,1500,1500 tl.,umb funfczehen hundert phunt phenning  
GB-D 0053-1,keine_id,Kernerstraße,1458,,,144,0.5 tl. 24 d.,,,,
GB-D 0053-2,keine_id,Stadtgraben / vor Kernertor,1459,,kauf ,240,1 tl.,120,120,120 tl.,umb hundert und zwainczigk phunt phenning  
GB-D 0053-3,DB1048,Badstube zu den Röhren,1459,,kauf ,400,13 s. 10 d.,120,200,200 tl.,umb zwayhundert phunt phenning  
GB-D 0053-4,DB5510,unter den Sattlern,1458,,kauf ,3120,13 tl.,123,1600,1600 tl.,umb xviᶜ tl. d.  
GB-D 0053-5,keine_id,hintere Peckenstraße,1458,,kauf ,630,2 tl. 5 s.,120,315,315 tl.,umb cccxv tl. d.  
GB-D 0054-1,keine_id,vor Stubentor,1459,ja,,72,72 d.,,,,
GB-D 0054-2,keine_id,Salzgries,1459,,kauf ,200,6 s. 20 d.,240,200,200 tl.,umb zwaihundert phunt phenning  
GB-D 0054-3,keine_id,Laimgrube / vor Widmertor,1459,,,154,0.5 tl. 34 d.,,,,
GB-D 0054-4,keine_id,Petersfreithof,1459,,kauf ,800,3 tl. 80 d.,80,268,201 UG,umber zwaihundert ungrisch guldein in gold und ain guldein zu leitkauff  
GB-D 0054-5,DB5316,Judenplatz,1460,,,,3 G 60 d. ?,,,,
GB-D 0055-1,keine_id,vordere Schenkenstraße,1460,,,,0 d.,,,,
GB-D 0055-2,keine_id,Kernerstraße,1460,,,430,14 s. 10 d.,,,,
GB-D 0055-3,DB0002,Neulucke / vor Widmertor,1460,,,216,7 s. 6 d.,,,,
GB-D 0055-4,keine_id,Kernerstraße,1460,,kauf ,500,2 tl. 20 d.,120,250,250 tl.,umb drithalb hundert phunt phenning  
GB-D 0055-5,keine_id,Alter Kohlmarkt / St. Michael,1461,ja,kauf ,,18 s. 20 d. ?,,280,280 tl.,umb iiᶜ und lxxx tl. Wienner phenning  
GB-D 0056-1,keine_id,Lichtensteg,1461,,kauf ,,2 tl. 8 s. 10 d. ?,,466,350 UG,umb virdhalb hundert Ungrischer guldein  
GB-D 0056-2,keine_id,vordere Peckenstraße,1461,,,72,72 d.,,,,
GB-D 0056-3,keine_id,Stadtgraben / vor Kernertor,1461,,kauf ,,0 d.,,28,28 tl.,umb acht und zwainczig phunt phenning  
GB-D 0056-4,keine_id,Teinfaltstraße,1461,,,72,72 d.,,,,
GB-D 0056-5,keine_id,Preidenstraße,1461,,,72,72 d.,,,,
GB-D 0056-6,keine_id,Roter Turm,1461,,,72,72 d.,,,,
GB-D 0057-1,keine_id,unter den Goldschmieden,1461,,,,,,,,
GB-D 0057-2,keine_id,Krugstraße / Ringmauer,1461,,,72,72 d.,,,,
GB-D 0057-3,keine_id,unter den Segnern / vor Werdertor,1461,,,144,0.5 tl. 24 d.,,,,
GB-D 0057-4,DB1146,St. Pankraz,1462,ja,,288,9 s. 18 d.,,,,
GB-D 0058-1,keine_id,Kernerstraße,1462,,,72,72 d.,,,,
GB-D 0058-2,DB5205b,Wiltwerkerstraße,1462,,,73,73 d.,,,,
GB-D 0058-3,keine_id,Singerstraße,1462,,,,72 d. ?,,,,
GB-D 0058-4,keine_id,Salzgries,1462,,,340,11 s. 10 d.,159,226,170 UG,umb hundert und Sibenczigk ungrisch guldein  
GB-D 0059-1,keine_id,Haarmarkt,1462,,,72,72 d.,,,,
GB-D 0059-2,keine_id,Kumpfgasse / Schulstraße,1463,ja,,144,0.5 tl. 24 d.,,,,
GB-D 0059-3,keine_id,innerhalb Stubentor / Wollzeile,1463,ja,,180,6 s.,,,,
GB-D 0060-1,keine_id,Kienmarkt,1463,,,,0 d.,,450,450 tl.,umb funfthalbhundert pfund pfenning  
GB-D 0060-2,keine_id,hintere Peckenstraße,1463,,,72,72 d.,,,,
GB-D 0060-3,keine_id,bei den Unschlittgleten / Bürgerspital / Greut,1463,,,72,72 d.,,,,
GB-D 0060-4,keine_id,Greut / vor Stubentor,1463,,,300,10 s.,,,na,umb ain Summa gelts  
GB-D 0061-1,DB1058,Wiltwerkerstraße,1463,,,72,72 d.,,,,
GB-D 0061-2,keine_id,Salzburger Hof,1463,,,72,72 d.,,,,
GB-D 0061-3,keine_id,vordere Peckenstraße,1464,,,72,72 d.,,,,
GB-D 0062-1,keine_id,Alter Fleischmarkt,1464,,kauf ,375,12 s. 15 d.,,,na,umb ain Summa gelts  
GB-D 0062-2,keine_id,Fischerstiege,1464,,,216,7 s. 6 d.,,,,
GB-D 0062-3,keine_id,Neunburgerstraße / vor Schottentor,1465,,kauf ,,0 d.,,10,10 tl.,umb zehen phunt phenning  
GB-D 0063-1,keine_id,Weihenburg,1465,,,76,76 d.,120,38,38 tl.,unb xxxviii tl. d.  
GB-D 0063-2,keine_id,Lichtensteg,1466,,,72,72 d.,,,,
GB-D 0063-3,keine_id,Preidenstraße,1466,,,72,72 d.,,,,
GB-D 0063-4,keine_id,Roter Turm,1466,,,144,0.5 tl. 24 d.,,,,
GB-D 0064-1,DB1034,Weiße Brüder,1466,,,300,10 s.,,,na,umb ain Summa gelts  
GB-D 0064-2,keine_id,innerhalb Stubentor,1467,,,216,7 s. 6 d.,,,,
GB-D 0065-1,keine_id,Kernerstraße,1467,,,36,36 d.,120,18,18 tl.,umb xviii phunt phenning  
GB-D 0065-2,keine_id,unter den Fleischbänken,1467,,,140,4 s. 20 d.,,,,
GB-D 0065-3,keine_id,Kumpfgasse / Schulstraße,1467,ja,,72,72 d.,,,,
GB-D 0066-1,keine_id,Kumpfgasse / Schulstraße,1467,ja,,72,72 d.,,,,
GB-D 0066-2,DB1063,Wiltwerkerstraße,1467,,,72,72 d.,,,,
GB-D 0066-3,keine_id,vor Werdertor,1467,ja,,190,6 s. 10 d.,101,80,80 tl.,umb lxxx tl. d.  
GB-D 0067-1,DB5123,hinter St. Pankraz,1467,ja,,72,72 d.,,,,
GB-D 0067-2,keine_id,Wollzeile,1468,,,72,72 d.,,,,
GB-D 0067-3,keine_id,Lichtensteg / Schlagbrücke,1468,,,72,72 d.,,,,
GB-D 0067-4,keine_id,Lichtensteg,1468,,,72,72 d.,,,,
GB-D 0068-1,keine_id,Katerlucke,1468,,,32,32 d.,120,16,16 tl.,umb Sechtzehen phunt phenning  
GB-D 0068-2,keine_id,unter den Fischern / vor Werdertor,1468,,,61,61 d.,110,28,28 tl.,umb xxviii tl. d.  
GB-D 0068-3,keine_id,Singerstraße,1468,,,72,72 d.,,,,
GB-D 0068-4,DB1019,Wiltwerkerstraße,1468,,,72,72 d.,,,,
GB-D 0069-1,keine_id,Weihenburg,1469,,,56,56 d.,120,28,28 tl.,umb xxviii tl. d.  
GB-D 0069-2,keine_id,vor Widmertor,1469,,,72,72 d.,,,,
GB-D 0069-3,keine_id,Rosstränke / vor Werdertor,1469,ja,kauf ,58,58 d.,,,,
GB-D 0070-1,DB5102,hinter St. Pankraz,1469,,,72,72 d.,,,,
GB-D 0070-2,keine_id,Kienmarkt,1469,,,210,7 s.,,,,
GB-D 0070-3,keine_id,Ringmauer / Traibotenstraße,1469,,,72,72 d.,,,,
GB-D 0070-4,DB0077,Bognergasse,1470,,,72,72 d.,,,,
GB-D 0071-1,keine_id,Wollzeile,1470,,,330,11 s.,98,136,102 UG,umb ii C ungrisch guldein  
GB-D 0071-2,keine_id,Kienmarkt,1470,ja,,72,72 d.,,,,
GB-D 0071-3,keine_id,vordere Peckenstraße,1470,,,72,72 d.,,,,
GB-D 0072-1,keine_id,hintere Peckenstraße,1470,,,,,,,na,umb ain Summa gelts  
GB-D 0072-2,DB5522,Am Gestade,1470,,,72,72 d.,,,,
