eintrag,haus,lage,jahr,hypothek,typen,std-geb,gebühr,verhältnis,std-preis,preis,original
KB-E 359-3,keine_id,vor Werdertor,1420,,verkauf ,32,32 d.,120,16,16 tl.,umb Sechczehen phunt Wienner phenning  
KB-E 359-4,keine_id,unter den Lederern / vor Werdertor,1436,ja,verkauf ,18,18 d.,120,9,9 tl.,umb viiii tl. d.  
KB-E 360-1,DB5510,unter den Sattlern,1421,,verkauf ,1200,5 tl.,120,600,600 tl.,umb Sechs hundert phunt Wienner phenning 
KB-E 360-2,keine_id,Stephansfreithof,1421,ja,überschreibung ,,5 s. 10 d. ?,,,,
KB-E 360-3,DB5213,Wiltwerkerstraße,1421,,verkauf ,262,1 tl. 22 d.,120,131,131 tl.,umb hundert und ains und dreissig phunt Wienner phenning  
KB-E 361-1,keine_id,St. Johannsstraße / Traibotenstraße,1422,ja,verkauf ,80,80 d.,150,50.0,60 tl. / 40 tl.,umb Sechczig phunt Wienner phenning  umb virczig phunt Wienner phenning 
KB-E 361-2,keine_id,innerhalb Schottentor,1422,,verkauf ,58,58 d.,120,29,29 tl.,umb Newn und zwainczig pfunt Wienner pfenning 
KB-E 362-1,keine_id,Ratstraße,1423,,verkauf ,,,,300,300 tl.,umb drewhundert phunt Wienner pfenning  
KB-E 362-2,keine_id,Wollzeile,1423,,verkauf ,578,2 tl. 3 s. 8 d.,120,289,289 tl.,umb iiᶜ lxxxviiii tl. d.  
KB-E 362-3,keine_id,innerhalb Werdertor,1423,ja,verkauf ,80,80 d.,120,40,40 tl.,umb xl tl. d.  
KB-E 362-4,keine_id,Rotgasse,1423,ja,verkauf ,15,15 d.,120,7.5,7.5 tl.,umb Achthalbs phund Wienner phenning  
KB-E 363-1,keine_id,unter den Segnern,1424,ja,schenkung ,16,16 d.,,,,
KB-E 363-2,keine_id,Alter Kohlmarkt / #St. Michael,1424,ja,verkauf ,440,14 s. 20 d.,120,220,220 tl.,umb iiᶜ und xx tl. d.  
KB-E 363-3,keine_id,Kienmarkt,1424,,verkauf ,900,3 tl. 6 s.,93,350,350 tl.,umb iii½ᶜ tl. d.  
KB-E 363-4,DB0056,#Alserstraße / vor Schottentor,1425,ja,verkauf ,52,52 d.,120,26,26 tl.,umb xxvi tl. d.  
KB-E 364-1,keine_id,Neuer Markt,1425,,verkauf ,76,76 d.,120,38,38 tl.,umb xxxviii tl. d.  
KB-E 364-2,keine_id,Kienmarkt,1425,,verkauf ,160,5 s. 10 d.,120,80,80 tl.,umb lxxx tl.  
KB-E 364-3,DB5480,unter den langen Tuchlauben,1426,,verkauf ,600,2.5 tl. ,120,300,300 tl.,umb iiiᶜ tl. d.  
KB-E 364-4,keine_id,Burg,1427,,,80,80 d.,120,40,40 tl.,umb xl tl. d. 
KB-E 365-1,DB6000,Scheffstraße,1427,,verkauf ,50,50 d.,120,25,25 tl.,umb xxv tl. d.  
KB-E 365-2,keine_id,unter den Fischern,1428,,verkauf ,130,0.5 tl. 10 d.,120,65,65 tl.,umb lxv tl. d.  
KB-E 365-3,(DB5412),Hoher Markt,1428,,verkauf ,180,6 s.,213,160,120 G,umb hundert und xx gulden  
KB-E 365-4,keine_id,Kienmarkt,1428,,verkauf ,196,6 s. 16 d.,240,196,196 tl.,umb hundert und lxxxxvi tl. d.  
KB-E 365-5,keine_id,Wollzeile,1429,,verkauf ,330,11 s.,120,165,165 tl.,umb hundert und lxv tl. d.  
KB-E 366-1,keine_id,bei den Predigern,1429,,verkauf ,104,3 s. 14 d.,214,93,70 G,umb lxx guldein  
KB-E 366-2,keine_id,St. Johannsstraße,1429,,verkauf ,116,3 s. 26 d.,126,61,61 tl.,umb lxi tl. d.  
KB-E 366-3,keine_id,Münzerstraße,1429,,verkauf ,864,3 tl. 4 s. 24 d.,120,432,432 tl.,umb iiiiᶜ und xxxii tl.  
KB-E 366-4,DB5542,unter den Sattlern,1429,,verkauf ,760,3 tl. 40 d.,120,380,380 tl.,umb iiiᶜ lxxx tl. d.  
KB-E 367-1,DB0061,Alserstraße / vor Schottentor,1429,,verkauf ,52,52 d.,120,26,26 tl.,umb xxvi tl. d.  
KB-E 367-2,keine_id,Salzgries,1430,,,80,80 d.,,,,
KB-E 368-1,keine_id,vor Kernertor,1430,,verkauf ,276,9 s. 6 d.,120,138,138 tl.,umb C und xxxviii phunt phenning 
KB-E 368-2,keine_id,Graben,1430,,verkauf ,1360,5 tl. 5 s. 10 d.,120,680,680 tl.,umb Sechs hundert und Achczig pfund Wienner pfenning 
KB-E 368-3,DB5012a,Tiefer Graben,1430,ja,verkauf ,24,24 d.,120,12,12 tl.,umb zwelf tl. d. 
KB-E 368-4,keine_id,Domprobsthof,1437,,verkauf ,480,2 tl.,180,360,360 tl.,umb iiiᶜ l x tl. d.  
KB-E 369-1,DB5103,hinter St. Pankraz,1431,,verkauf ,100,3 s. 10 d.,120,50,50 tl.,umb l tl. Wienner d.  
KB-E 369-2,keine_id,Schulstraße,1431,,verkauf ,366,12 s. 6 d.,120,183,183 tl.,umb C und lxxxiii tl. Wienner d.  
KB-E 369-3,keine_id,Preidenstraße,1431,,verkauf ,600,2.5 tl.,,,,
KB-E 369-4,keine_id,Kienmarkt,1437,,verkauf ,170,5 s. 20 d.,120,85,85 tl.,umb lxxxv tl. Wienner d.  
KB-E 370-1,keine_id,Katerlucke / vor Kernertor,1432,,verkauf ,10,10 d.,120,5,5 tl.,umb v tl. d.  
KB-E 370-2,keine_id,Stephansfreithof,1432,ja,verkauf ,448,14 s. 28 d.,120,224,224 tl.,umb iiᶜ und xxiiii tl. d.  
KB-E 370-3,DB0021,Alserstraße / vor Schottentor,1432,,verkauf ,60,60 d.,120,30,30 tl.,umb xxx tl. Wienner d.  
KB-E 370-4,keine_id,Stephansfreithof,1432,ja,verkauf ,,,,224,224 tl.,umb iiᶜ xxiiii tl. d.  
KB-E 371-1,keine_id,Ringmauer / Salzgries,1432,ja,verkauf ,120,0.5 tl.,120,60,60 tl.,umb lx tl. d.  
KB-E 371-2,keine_id,hintere Peckenstraße,1436,,,500,2 tl. 20 d.,,,,
KB-E 371-3,keine_id,Alter Kohlmarkt,1437,,verkauf ,400,13 s. 10 d.,120,200,200 tl.,umb iiᶜ tl. Wienner d.  
KB-E 371-4,DB0121,hinter St. Pankraz,1437,,verkauf ,242,8 s. 2 d.,117,118,118 tl.,umb C xviii tl. d.  
KB-E 372-1,keine_id,,1433,,verkauf ,90,3 s.,120,45,45 tl.,umb xlv tl. d.  
KB-E 372-2,keine_id,Bürgerspital / vor Kernertor,1434,,verkauf ,64,64 d.,120,32,32 tl.,umb xxxii tl. d.  
KB-E 372-3,DB5509,Münzerstraße,1434,,verkauf ,800,3 tl. 80 d.,120,400,400 tl.,umb cccc tl. Wienner pfenning  
KB-E 372-4,keine_id,Münzerstraße,1436,,verkauf ,450,15 s.,120,225,225 tl.,umb cc xxv tl. d.  
KB-E 372-5,keine_id,Strauchgasse,1437,,verkauf ,100,3 s. 10 d.,120,50,50 tl.,umb l tl. d.  
KB-E 373-1,keine_id,Greut / vor Stubentor,1435,,verkauf ,80,80 d.,120,40,40 tl.,umb xl tl. d.  
KB-E 373-2,keine_id,Ringmauer / Salzgries,1440,,verkauf ,180,6 s.,126,95,95 tl.,umb lxxxxv tl. d.  
KB-E 373-3,keine_id,Haarmarkt,1435,,verkauf ,600,2.5 tl.,120,300,300 tl.,umb ccc tl. d.  
KB-E 373-4,keine_id,Graben,1436,ja,verkauf ,400,13 s. 10 d.,120,200,200 tl.,umb cc tl. Wienner d.  
KB-E 374-1,DB4000,Roter Turm,1435,,,630,2 tl. 5 s.,120,315,315 tl.,umb ccc xv tl. d.  
KB-E 374-2,keine_id,Rosengasse / Teinfaltstraße,1436,,,20,20 d.,120,10,10 tl. 3s.,umb x tl. iii s. d.  
KB-E 374-3,DB1044,Weiße Brüder,1436,,verkauf ,84,84 d.,120,42,42 tl.,umb xlii tl. d.  
KB-E 374-4,DB1072,Wiltwerkerstraße,1436,,verkauf ,160,5 s. 10 d.,120,80,80 tl.,umb lxxx tl. d.  
KB-E 375-1,keine_id,Alter Kohlmarkt,1420,,,180,6 s.,120,90,90 tl.,umb Newnczig phunt Wienner phennig  
KB-E 375-2,keine_id,Greut / vor Stubentor,1420,ja,verkauf ,38,38 d.,120,19,19 tl.,umb Newnczehen phunt Wienner phenning  
KB-E 375-3,keine_id,Wollzeile,1420,,verkauf ,64,64 d.,120,32,32 tl.,umb zway und dreissig phunt Wienner phenning  
KB-E 376-1,DB0110,Haarhof,1420,,verkauf ,23,23 d.,114,11,11 tl. 5 s.,umb Ayndlef phunt und funf schilling Wienner phenning  
KB-E 377-1,keine_id,Singerstraße,1421,,verkauf ,192,6 s. 12 d.,120,96,96 tl.,umb Sechs und Newnczig phunt Wienner phenning  
KB-E 377-2,keine_id,innerhalb Werdertor,1432,ja,verkauf ,46,46 d.,120,23,23 tl.,umb drew und zwainczig phunt Wienner phenning  
KB-E 377-3,keine_id,Domprobsthof,1422,,verkauf ,106,3 s. 16 d.,120,53,53 tl.,umb drew und funfczig phunt Wienner phenning  
KB-E 378-1,keine_id,auf dem Steig / bei den Predigern,1422,,verkauf ,160,5 s. 10 d.,120,80,80 tl.,umb Achczig phunt Wienner phenning  
KB-E 378-2,DB5012a,Tiefer Graben,1422,ja,verkauf ,22,22 d.,120,11,11 tl.,umb Aindlef phunt Wienner phenning  
KB-E 378-3,DB5102,hinter St. Pankraz,1422,ja,verkauf ,200,6 s. 20 d.,120,100,100 tl.,umb hundert phunt Wienner phenning 
KB-E 379-1,keine_id,Rosstränke / vor Werdertor,1422,ja,verkauf ,,,,40,40 tl.,umb virczicg phunt Wienner phenning  
KB-E 379-2,keine_id,bei den Predigern / Hochschule,1422,ja,verkauf ,100,3 s. 10 d.,120,50,50 tl.,umb funfczig phunt Wienner phenning  
KB-E 379-3,keine_id,Alter Kohlmarkt,1422,,überschreibung ,,,,,,
KB-E 380-1,keine_id,Alter Fleischmarkt / Laurenzerinnen,1422,,überschreibung ,60,60 d.,,,,
KB-E 380-2,keine_id,bei den Predigern / Hochschule,1422,,verkauf ,180,6 s.,120,90,90 tl.,umb Newnczigk phunt Wienner phenning  
KB-E 380-3,DB5012a,Tiefer Graben,1422,ja,verkauf ,28,28 d.,120,14,14 tl.,umb vierczehen phunt Wienner phenning  
KB-E 381-1,keine_id,Mietstatt / vor Kernertor,1422,ja,verkauf ,40,40 d.,120,20,20 tl.,umb xx tl. d.  
KB-E 381-2,keine_id,Rosstränke / vor Werdertor,1422,,verkauf ,30,30 d.,120,15,15 tl.,umb xv tl d.  
KB-E 381-3,keine_id,auf dem Anger,1422,,verkauf ,,,,16,16 tl.,umb sechczehen pfunt Wienner pfenning  
KB-E 381-4,keine_id,Domprobsthof,1423,,verkauf ,136,0.5 tl. 16 d.,120,68,68 tl.,umb lxviii tl. Wienner pfenning  
KB-E 381-5,keine_id,Laurenzerinnen / unter den Hafnern,1423,,verkauf ,162,5 s. 12 d.,120,81,81 tl.,umb lxxxi tl. d.  
KB-E 382-1,keine_id,Alter Kohlmarkt,1423,,überschreibung ,150,5 s.,,,,
KB-E 382-2,DB5470,Peurertor,1423,ja,überschreibung ,45,45 d.,,,,
KB-E 382-3,keine_id,Katerlucke / vor Widmertor,1423,ja,verkauf ,20,20 d.,120,10,10 tl. 6 s.,umb x tl. vi s. d.  
KB-E 382-4,DB5472,Peurertor,1423,,verkauf ,940,3 tl. 7 s. 10 d.,120,470,470 tl.,umb vierhundert und Sibenczig phunt Wienner phenning  
KB-E 382-5,DB0111,Haarhof,1423,,verkauf ,8,8 d.,120,4,4 tl. 6 s.,umb vier phund und sex schilling phenning  
KB-E 383-1,DB0091,Schaufellucke,1424,,verkauf ,100,3 s. 10 d.,120,50,50 tl.,umb funfczig pfunt phenning  
KB-E 383-2,keine_id,unter den Segnern,1424,ja,verkauf ,22,22 d.,120,11,11 tl.,umb xi tl. d.  
KB-E 383-3,keine_id,bei den Predigern,1424,,verkauf ,190,6 s. 10 d.,120,95,95 tl.,umb lxxxxv tl. Wienner phenning  
KB-E 383-4,keine_id,St. Johannsstraße,1424,,verkauf ,160,5 s. 10 d.,120,80,80 tl.,umb lxxx tl. d.  
KB-E 383-5,DB0042,Alserstraße,1425,,verkauf ,46,46 d.,120,23,23 tl.,umb xxiii tl. d.  
KB-E 384-1,keine_id,Rosstränke / vor Werdertor,1425,ja,verkauf ,68,68 d.,120,34,34 tl.,umb xxxiiii tl. d.  
KB-E 384-2,DB5116,hinter St. Pankraz,1425,,verkauf ,108,3 s. 18 d.,120,54,54 tl.,umb liiii tl. d.  
KB-E 384-3,keine_id,Alter Fleischmarkt,1425,,verkauf ,640,2.5 tl. 40 d.,120,320,320 tl.,umb iiiᶜ und xx tl. d.  
KB-E 384-4,keine_id,Bürgerspital / vor Kernertor,1425,,verkauf ,76,76 d.,120,38,38 tl.,umb xxxviii tl. d.  
KB-E 385-1,keine_id,Kernerstraße,1426,,verkauf ,168,5 s. 18 d.,120,84,84 tl.,umb lxxxiiii tl. d.  
KB-E 385-2,keine_id,hintere Peckenstraße / Hochschule,1426,,verkauf ,224,7 s. 14 d.,120,112,112 tl.,umb hundert und xii tl. d.  
KB-E 385-3,keine_id,vor Stubentor,1426,ja,verkauf ,140,0.5 tl. 20 d.,120,70,70 tl.,umb lxx tl. Wienner phenning  
KB-E 385-4,keine_id,Petersfreithof,1426,,verkauf ,430,14 s. 10 d.,120,215,215 tl.,umb iiᶜ und xv tl. d.  
KB-E 385-5,keine_id,hintere Peckenstraße,1426,,verkauf ,,,,140,140 tl.,umb hundert und xl tl. d.  
KB-E 385-6,keine_id,Fundlucke,1426,,verkauf ,24,24 d.,120,12,12 tl.,umb xii tl.  
KB-E 386-1,keine_id,Weihenburg,1426,,verkauf ,242,1 tl. 2 d.,134,136,136 tl.,umb hundert xxxvi tl. d.  
KB-E 386-2,keine_id,auf dem Steig,1426,,verkauf ,1200,5 tl.,120,600,600 tl.,umb viᶜ tl. d.  
KB-E 386-4,keine_id,Kienmarkt,1426,,schenkung ,75,75 d.,,,,
KB-E 386-5,keine_id,St. Johann / Werd,1426,,verkauf ,240,1 tl.,150,150,150 tl.,umb i½ᶜ tl. d.  
KB-E 387-1,DB0114,Haarhof / hinter St. Pankraz,1427,,verkauf ,40,40 d.,120,20,20 tl.,umb xx tl. d.  
KB-E 387-2,keine_id,Domprobsthof / Graben,1427,,verkauf ,120,0.5 tl.,120,60,60 tl.,umb lx tl. d.  
KB-E 387-3,DB5454,Berghof,1427,,verkauf ,180,6 s.,120,90,90 tl.,umb lxxxx tl. d.  
KB-E 387-4,keine_id,Schwabgasse / vor Kernertor,1427,,verkauf ,46,46 d.,120,23,23 tl.,umb xxiii tl. Wienner phenning  
KB-E 387-5,keine_id,vor Werdertor,1427,ja,verkauf ,160,5 s. 10 d.,120,80,80 tl.,umb lxxx tl. d.  
KB-E 387-6,keine_id,innerhalb Schottentor,1427,,verkauf ,30,30 d.,120,15,15 tl.,umb xv tl. d.  
KB-E 388-1,DB1007,Herzoghof / Lederhof,1427,,verkauf ,80,80 d.,120,40,40 tl.,umb xl tl. d.  
KB-E 388-2,keine_id,innerhalb Schottentor,1427,,verkauf ,58,58 d.,99,24,24 tl.,umb xxiiii tl. d.  
KB-E 388-3,DB5418,unter den kurzen Tuchlauben,1427,,verkauf ,32,32 d.,123,16.5,16.5 tl.,umb xvi½ tl. d.  
KB-E 388-4,keine_id,Alter Rossmarkt,1428,,überschreibung ,400,13 s. 10 d.,,,,
KB-E 388-5,keine_id,Landstraße,1428,,verkauf ,200,6 s. 20 d.,120,100,100 tl.,umb hundert phund phenning  
KB-E 389-1,keine_id,Peckenstraße,1428,,verkauf ,160,5 s. 10 d.,120,80,80 tl.,umb lxxx tl. d.  
KB-E 389-2,keine_id,Rosengasse / Teinfaltstraße,1428,,verkauf ,16,16 d.,120,8,8 tl. 60 d.,umb viii tl. und lx d.  
KB-E 389-3,DB0114,Haarhof / hinter St. Pankraz,1428,ja,verkauf ,44,44 d.,120,22,22 tl.,umb xxii tl. d.  
KB-E 389-4,DB5429,Hoher Markt,1429,,überschreibung ,90,3 s.,,,,
KB-E 390-1,DB5103,hinter St. Pankraz,1429,,verkauf ,64,64 d.,120,32,32 tl.,umb xxxii tl. d.  
KB-E 390-2,keine_id,Teinfaltstraße,1429,,verkauf ,24,24 d.,120,12,12 tl.,umb xii tl. d.  
KB-E 390-3,keine_id,Kumpflucke,1429,,verkauf ,38,38 d.,120,19,19 tl.,umb xviiii tl. d.  
KB-E 390-4,DB1042,Weiße Brüder,1429,,verkauf ,460,15 s. 10 d.,120,230,230 tl.,umb CC xxx tl. d.  
KB-E 390-5,keine_id,Haarmarkt,1429,,verkauf ,1440,6 tl.,120,720,720 tl.,umb viiᶜ xx tl. d.  
KB-E 391-1,DB5487a,unter den Sattlern,1430,,verkauf ,240,8 s.,140,140,140 tl.,umb C und xl tl. d.  
KB-E 391-2,DB5116,hinter St. Pankraz,1430,,verkauf ,100,3 s. 10 d.,120,50,50 tl.,umb funfczig phunt Wienner d.  
KB-E 391-3,DB1072,Wiltwerkerstraße,1430,,schenkung ,144,0.5 tl. 24 d.,,,,
KB-E 391-4,keine_id,Himmelpforten,1430,ja,verkauf ,80,80 d.,120,40,40 tl.,umb xl tl. d.  
KB-E 392-1,DB5112,hinter St. Pankraz,1430,ja,,68,68 d.,120,34,34 tl.,umb xxxiiii tl. d.  
KB-E 392-2,DB1014,Hofgasse,1430,,verkauf ,290,9 s. 20 d.,120,145,145 tl.,umb cxlv tl. d. 
KB-E 392-3,keine_id,Kienmarkt,1430,,verkauf ,600,2.5 tl.,133,333,333 tl.,umb dreuhundert und drey und dreissig phunt phenning  
KB-E 392-4,DB0130,Altdonau,1430,,verkauf ,82,82 d.,120,41,41 tl.,umb xli tl. d.  
KB-E 393-1,DB1023,Wiltwerkerstraße,1430,ja,verkauf ,270,9 s.,124,140,140 tl.,umb hundert und vierczig phunt phenning  
KB-E 393-2,keine_id,Kienmarkt,1430,,schenkung ,120,4 s.,,,,
KB-E 393-3,DB1049,Judengasse,1431,,,350,11 s. 20 d.,130,190,190 tl.,umb clxxxx tl. d.  
KB-E 395-1,keine_id,Alter Kohlmarkt / Walichstraße,1430,,schenkung ,540,18 s.,,,,
KB-E 395-2,keine_id,Weihenburg,1440,,schenkung ,214,7 s. 4 d.,,,,
KB-E 395-3,DB1057,Wiltwerkerstraße,1431,,verkauf ,454,15 s. 4 d.,120,227,227 tl.,umb iiᶜ xxvii tl. d. 
KB-E 396-1,keine_id,Kienmarkt,1431,,,260,1 tl. 20 d.,,,,
KB-E 396-2,keine_id,Wollzeile,1431,,verkauf ,720,3 tl.,120,360,360 tl.,umb iiiᶜ und lx tl. phenning  
KB-E 397-1,keine_id,Mietstatt / vor Kernertor,1431,,verkauf ,60,60 d.,120,30,30 tl.,umb xxx tl. d.  
KB-E 397-2,keine_id,Bürgerspital / vor Kernertor,1432,,schenkung ,72,72 d.,,,,
KB-E 397-3,keine_id,Weihenburg,1432,,schenkung ,200,6 s. 20 d.,,,,
KB-E 397-4,keine_id,Alter Kohlmarkt,1432,,verkauf ,300,10 s.,96,120.0,150 tl. / 90 tl.,umb i½ᶜ tl. d.  umb lxxxx tl. d.  
KB-E 398-1,DB5451,Hoher Markt,1432,,überschreibung ,1440,6 tl.,,,,
KB-E 398-2,DB5533,unter den Sattlern,1432,,verkauf ,,,,150,150 tl.,umb i½ᶜ tl. d.  
KB-E 398-3,DB0126,hinter St. Pankraz,1432,ja,verkauf ,68,68 d.,120,34,34 tl.,umb xxxiiii tl. d.  
KB-E 398-4,DB1049,Judengasse,1432,,verkauf ,320,10 s. 20 d.,120,160,160 tl.,umb Clx tl. d. 
KB-E 399-1,DB5512b,unter den Sattlern,1432,ja,verkauf ,300,10 s.,120,150,150 tl.,umb i½ᶜ tl. d.  
KB-E 399-2,keine_id,Jakobsfreithof / St. Jakob,1432,,verkauf ,270,9 s.,120,135,135 tl.,umb cxxxv tl. d.  
KB-E 399-3,keine_id,Münzerstraße,1432,,verkauf ,900,3 tl. 6 s.,120,450,450 tl.,umb funfthalb hundert tl. d.  
KB-E 400-1,DB5429,Hoher Markt,1433,,verkauf ,,,,200,200 tl. 6 s.,umb iiᶜ tl. vi s. d.  
KB-E 400-2,keine_id,Alter Kohlmarkt,1433,,verkauf ,440,14 s. 20 d.,120,220,220 tl.,umb cc xx tl. d.  
KB-E 400-3,keine_id,Alter Rossmarkt,1433,,überschreibung ,400,13 s. 10 d.,,,,
KB-E 401-1,keine_id,Greut / vor Stubentor,1433,ja,verkauf ,20,20 d.,120,10,10 tl. 60 d.,umb x tl. lx d.  
KB-E 401-2,keine_id,vor Werdertor,1433,,verkauf ,38,38 d.,113,18,18 tl.,umb xviii tl. d.  
KB-E 401-3,DB0052,#Alserstraße / vor Schottentor,1433,,verkauf ,20,20 d.,120,10,10 tl.,umb x tl. d.  
KB-E 402-1,DB5038,Wiltwerkerstraße,1434,,verkauf ,840,3.5 tl.,120,423,423 tl.,umb ccccxxiii tl. d.  
KB-E 402-2,keine_id,vor Stubentor,1434,,überschreibung ,80,80 d.,,,,
KB-E 402-3,keine_id,Hochschule,1434,,verkauf ,320,10 s. 20 d.,120,160,160 tl.,umb c lx tl. Wienner pfenning  
KB-E 403-1,keine_id,Mietstatt / vor Kernertor,1434,,verkauf ,80,80 d.,120,40,40 tl.,umb xl tl. Wienner pfenning  
KB-E 403-2,keine_id,Weihenburg,1434,ja,verkauf ,91,3 s. 1 d.,94,36,36 tl.,umb xxxvi tl. d.  
KB-E 403-3,keine_id,Krugstraße,1434,,verkauf ,70,70 d.,120,35,35 tl.,umb xxxv tl. d.  
KB-E 404-1,DB5406,Hoher Markt / neue Schranne / Riemhaus,1434,ja,verkauf ,24,24 d.,120,12,12 tl. 65 d.,umb xii tl. lxv d.  
KB-E 404-2,keine_id,vor Werdertor,1434,,verkauf ,200,6 s. 20 d.,120,100,100 tl.,umb C tl. d.  
KB-E 405-1,DB6000,Scheffstraße / vor Stubentor,1435,ja,verkauf ,240,1 tl.,120,120,120 tl.,umb Cxx tl. d.  
KB-E 405-2,DB5107,hinter St. Pankraz,1435,,verkauf ,230,7 s. 20 d.,121,116,116 tl.,umb C xvi tl. d.  
KB-E 406-1,keine_id,Roter Turm,1435,,verkauf ,360,12 s.,120,180,180 tl.,umb Clxxx tl. d.  
KB-E 406-2,DB5507,Kammerhof,1435,,verkauf ,600,2.5 tl.,128,320,320 tl.,umb cccxx tl. d.  
KB-E 407-1,keine_id,Alter Rossmarkt / unter den Schlossern,1435,ja,überschreibung ,58,58 d.,,,,
KB-E 407-2,keine_id,Traibotenstraße,1435,,verkauf ,120,0.5 tl.,68,34,34 tl.,umb xxxiiii tl. d.  
KB-E 407-3,keine_id,Strauchgasse,1435,,verkauf ,53,53 d.,122,27,27 tl.,umb xxvii tl. d.  
KB-E 408-1,keine_id,Fischhof,1435,,verkauf ,260,1 tl. 20 d.,120,130,130 tl.,umb Cxxx tl. d.  
KB-E 408-2,keine_id,unter den Hafnern,1435,ja,verkauf ,120,0.5 tl.,120,60,60 tl.,umb lx tl. d.  
KB-E 408-3,keine_id,Kumpflucke / vor Kernertor,1435,,verkauf ,48,48 d.,120,24,24 tl.,umb xxiiii tl. d.  
KB-E 408-4,keine_id,Stadtgraben / vor Stubentor,1435,,verkauf ,30,30 d.,120,15,15 tl.,umb xv tl. d.  
KB-E 409-1,keine_id,unter den Hafnern,1435,ja,verkauf ,76,76 d.,120,38,38 tl.,umb xxxviii tl. d.  
KB-E 409-2,keine_id,Petersfreithof,1435,,verkauf ,1200,5 tl.,120,600,600 tl.,umb Sechshundert phunt Wienner pfenning  
KB-E 409-3,DB0050,#Alserstraße / unter den Lederern / vor Schottentor,1435,,verkauf ,32,32 d.,120,16,16 tl.,umb xvi tl.  
KB-E 410-1,keine_id,unter den Goldschmieden,1436,ja,,30,30 d.,120,15,15 tl.,umb xv tl. d.  
KB-E 410-2,keine_id,Salzgries,1436,,verkauf ,240,1 tl.,120,120,120 tl.,umb hundert und zwainczig phunt Wienner phenning  
KB-E 411-1,keine_id,vor Werdertor,1436,,verkauf ,110,3 s. 20 d.,327,150,150 tl.,umb c und l tl. Wienner d.  
KB-E 411-2,keine_id,Alter Fleischmarkt,1436,,verkauf ,380,12 s. 20 d.,120,190,190 tl.,umb Clxxxx tl. d.  
KB-E 411-3,DB0110,Haarhof,1436,ja,verkauf ,36,36 d.,120,18,18 tl.,umb xviii tl. d.  
KB-E 412-1,keine_id,vor Kernertor,1436,ja,verkauf ,,,,63,63 tl.,umb lxiii tl. Wienner d.  
KB-E 412-2,DB5111,hinter St. Pankraz,1436,ja,verkauf ,48,48 d.,120,24,24 tl.,umb xxiiii tl. d.  
KB-E 412-3,keine_id,Alter Rossmarkt,1436,,verkauf ,180,6 s.,120,90,90 tl.,umb lxxxx tl. d.  
KB-E 413-1,keine_id,Ringmauer / Salzgries,1437,,verkauf ,200,6 s. 20 d.,120,100,100 tl.,umb hundert phunt Wienner phenning  
KB-E 413-2,keine_id,Fischhof / St. Jakob,1437,,verkauf ,106,3 s. 16 d.,120,53,53 tl.,umb liii tl. d.  
KB-E 413-3,keine_id,Singerstraße,1437,,verkauf ,180,6 s.,120,90,90 tl.,umb lxxxx tl. Wienner d.  
KB-E 414-1,keine_id,Singerstraße,1437,,verkauf ,220,7 s. 10 d.,125,115,115 tl.,umb hundert und funfczehen phunt Wienner phenning  
KB-E 414-2,keine_id,Neuer Markt,1437,,verkauf ,130,0.5 tl. 10 d.,240,130,130 tl.,umb C und xxx tl. d.  
KB-E 414-3,DB0051,Alserstraße / unter den Lederern / vor Schottentor,1435,,verkauf ,26,26 d.,120,13,13 tl.,umb xiii tl. Wienner d.  
KB-E 415-1,keine_id,vor Stubentor,1420,,verkauf ,160,5 s. 10 d.,120,80,80 tl.,umb Achczig phunt Wienner phenning  
KB-E 415-2,keine_id,vor Werdertor,1420,,verkauf ,48,48 d.,120,24,24 tl.,umb vier und zwainczig phunt Wienner phenning  
KB-E 415-3,keine_id,Haarmarkt,1420,,verkauf ,480,2 tl.,120,240,240 tl.,umb zway hundert und virczig phunt Wienner phenning  
KB-E 416-1,keine_id,St. Johannsstraße,1420,ja,verkauf ,28,28 d.,120,14,14 tl.,umb virczehen phunt Wienner phenning  
KB-E 417-1,keine_id,bei den Predigern,1421,,verkauf ,56,56 d.,120,28,28 tl.,umb Acht und zwainczig phunt Wienner phenning  
KB-E 417-2,keine_id,Tirna,1421,,verkauf ,28,28 d.,120,14,14 tl.,umb virczehen phunt Wienner phenning  
KB-E 417-3,DB0004,Neulucke / vor Widmertor,1421,,verkauf ,47,47 d.,120,23.5,23.5 tl.,umb vierdhalbs und zwainczig phunt Wienner phenning  
KB-E 418-1,keine_id,Neuer Markt,1421,,verkauf ,,,,161,161 tl.,umb hundert und ains und Sechczig phunt Wienner phenning  
KB-E 418-2,keine_id,Mietstatt / vor Kernertor,1421,,,84,84 d.,117,41,41 tl.,umb ains und vierczig phunt Wienner phenning  
KB-E 418-3,DB0044,Alserstraße / vor Schottentor,1421,ja,verkauf ,46,46 d.,120,23,23 tl.,umb drew und zwainczigk phunt Wienner phenning  
KB-E 418-4,keine_id,Neuer Markt,1421,,verkauf ,322,10 s. 22 d.,120,161,161 tl.,umb hundert und Ains und Sechczigk phunt Wienner pehnning  
KB-E 419-1,keine_id,Würffel,1421,,verkauf ,120,0.5 tl.,120,60,60 tl.,umb Sechczig phunt Wienner phenning  
KB-E 419-2,DB5571,Kammerhof / Münzerstraße,1421,,verkauf ,1030,4 tl. 70 d.,120,515,515 tl.,umb funf hundert und funfczehen pfunt Wienner pfenning  
