eintrag,haus,lage,jahr,hypothek,typen,std-geb,gebühr,verhältnis,std-preis,preis,original
GB-C 263-2,keine_id,Stadtgraben / vor Kernertor,1434,ja,,72,72 d.,,,,
GB-C 263-3,keine_id,vor Kernertor,1434,,,72,72 d.,,,,
GB-C 263-4,DB5420b,Hoher Markt / unter den Wendkremen,1434,,,270,9 s.,,,,
GB-C 264-1,keine_id,vor Stubentor,1434,,,72,72 d.,,,,
GB-C 264-2,keine_id,Fischhof,1434,,,72,72 d.,,,,
GB-C 264-3,keine_id,Alter Rossmarkt / unter den Schlossern,1434,ja,,72,72 d.,,,,
GB-C 265-1,keine_id,Burg,1434,,,72,72 d.,,,,
GB-C 265-2,DB5523,Am Gestade,1434,,,72,72 d.,,,,
GB-C 265-3,keine_id,Lichtensteg,1434,,,72,72 d.,,,,
GB-C 266-1,DB1070,Wiltwerkerstraße,1434,,,72,72 d.,,,,
GB-C 266-2,keine_id,innerhalb Werdertor / unter den Goldschmieden,1434,,,72,72 d.,,,,
GB-C 266-3,DB5100,hinter St. Pankraz,1434,,,72,72 d.,,,,
GB-C 266-4,keine_id,Neuer Markt,1434,,,72,72 d.,,,,
GB-C 267-1,DB5502,Kammerhof,1434,,,72,72 d.,,,,
GB-C 267-2,DB5458,unter den Tuchscherern,1434,,,72,72 d.,,,,
GB-C 267-3,DB5439,Hoher Markt,1434,ja,,72,72 d.,,,,
GB-C 267-4,keine_id,Singerstraße,1434,ja,,72,72 d.,,,,
GB-C 268-1,keine_id,Alter Fleischmarkt,1434,,,504,2 tl. 24 d.,,,,
GB-C 268-2,keine_id,St. Johann / vor Werdertor,1434,,,144,0.5 tl. 24 d.,,,,
GB-C 268-3,keine_id,vor Werdertor,1434,,,72,72 d.,,,,
GB-C 269-1,keine_id,vor Werdertor,1434,,,,0.5 tl. 72 d. ?,,,,
GB-C 269-2,keine_id,Singerstraße,1434,,,210,7 s.,,,,
GB-C 269-3,DB5405,Fischhof / Hoher Markt / Riemhaus,1434,,,,0 d.,,,,
GB-C 270-1,DB5407,Fischhof / Hoher Markt / Riemhaus,1434,ja,,,0 d.,,,,
GB-C 270-2,DB5406,Fischhof / Hoher Markt / neue Schranne / Riemhaus,1434,ja,,,0 d.,,,,
GB-C 270-3,keine_id,vor Stubentor,1434,ja,,,0 d.,,,,
GB-C 271-1,keine_id,Salzgries,1435,ja,,72,72 d.,,,,
GB-C 271-2,keine_id,Rotgasse,1435,ja,,72,72 d.,,,,
GB-C 271-3,DB0002,Neulucke / vor Widmertor,1434,ja,erbe ,72,72 d.,,,,
GB-C 272-1,DB0002,Neulucke / vor Widmertor,1434,ja,schenkung ,72,72 d.,,,,
GB-C 272-2,keine_id,Roter Turm,1435,,,72,72 d.,710,213,160 UG,umb Clx gulden  
GB-C 272-3,keine_id,Graben,1435,,,72,72 d.,,,,
GB-C 272-4,DB5524,Am Gestade,1435,ja,,,0 d.,,,,
GB-C 273-1,keine_id,vor Kernertor,1435,ja,,72,72 d.,,,,
GB-C 273-2,keine_id,vor Kernertor,1435,ja,,72,72 d.,,,,
GB-C 274-1,DB5107,hinter St. Pankraz,1435,ja,,144,0.5 tl. 24 d.,,,,
GB-C 274-2,keine_id,Fischerstiege,1435,,,216,7 s. 6 d.,,,,
GB-C 274-3,keine_id,Krotental / vor Stubentor,1435,,,,0 d.,,,,
GB-C 275-1,keine_id,Neuer Markt,1435,,,72,72 d.,,,,
GB-C 275-2,keine_id,unter den langen Tuchlauben,1435,,,,0 d.,,,,
GB-C 275-3,keine_id,Riemergasse,1435,,,,0 d.,,,,
GB-C 275-4,keine_id,unter den Wendkremen,1435,,,75,75 d.,,,,
GB-C 276-1,keine_id,Alter Rossmarkt / unter den Schlossern,1435,ja,,144,0.5 tl. 24 d.,,,,
GB-C 276-2,keine_id,Graben,1435,,,72,72 d.,,,,
GB-C 276-3,keine_id,Graben,1435,,,72,72 d.,,,,
GB-C 277-1,keine_id,Riemergasse / St. Jakob,1435,ja,,72,72 d.,,,,
GB-C 277-2,keine_id,St. Johannsstraße,1433,,,72,72 d.,,,,
GB-C 277-3,keine_id,St. Johannsstraße,1433,,,72,72 d.,,,,
GB-C 278-1,keine_id,St. Johannsstraße,1433,,kauf ,72,72 d.,,,,
GB-C 278-2,DB5217,Wiltwerkerstraße,1435,,,210,7 s.,,,,
GB-C 278-3,DB5507,Kammerhof,1435,,,72,72 d.,,,,
GB-C 279-1,keine_id,vor Werdertor,1435,,,144,0.5 tl. 24 d.,,,,
GB-C 279-2,keine_id,Walichstraße,1435,ja,,72,72 d.,,,,
GB-C 280-1,keine_id,Alter Fleischmarkt,1435,,,72,72 d.,,,,
GB-C 280-2,keine_id,Alter Fleischmarkt,1435,,,72,72 d.,,,,
GB-C 281-1,keine_id,Greut / vor Stubentor,1435,,,144,0.5 tl. 24 d.,,,,
GB-C 281-2,keine_id,Kumpflucke / vor Kernertor,1435,,,,0 d.,,,,
GB-C 281-3,DB1064,Wiltwerkerstraße,1435,,erbe ,72,72 d.,,,,
GB-C 281-4,keine_id,unter den Flößern / vor Werdertor,1435,,,72,72 d.,,,,
GB-C 281-5,keine_id,unter den Flößern / vor Werdertor,1435,,,72,72 d.,,,,
GB-C 282-1,DB0077c,Bognergasse,1435,,,72,72 d.,,,,
GB-C 282-2,keine_id,Hochstraße,1435,,,360,12 s.,,,,
GB-C 282-3,keine_id,Stadtgraben / vor Stubentor,1435,,,72,72 d.,,,,
GB-C 283-1,DB1022,Wiltwerkerstraße,1435,,,720,3 tl.,,,,
GB-C 283-2,keine_id,unter den Hafnern,1435,,,72,72 d.,,,,
GB-C 283-3,keine_id,vordere Peckenstraße,1435,,,,0 d.,,,,
GB-C 283-4,keine_id,Neuer Markt,1435,ja,,72,72 d.,,,,
GB-C 284-1,keine_id,Neuer Markt,1435,ja,,72,72 d.,,,,
GB-C 284-2,keine_id,Landstraße / vor Stubentor,1435,,,72,72 d.,,,,
GB-C 284-3,DB0045,Alserstraße,1435,,,270,9 s.,,,,
GB-C 284-4,keine_id,unter den Segnern,1435,,,72,72 d.,,,,
GB-C 285-1,DB7003,unter den Flößern / vor Werdertor,1435,,,72,72 d.,,,,
GB-C 285-2,keine_id,vordere Peckenstraße,1435,,,72,72 d.,,,,
GB-C 285-3,keine_id,Kernerstraße / Neuer Markt,1435,,,288,9 s. 18 d.,,,,
GB-C 285-4,keine_id,Kernerstraße,1435,,,200,6 s. 20 d.,120,100.0,100 tl. für 1/2,umb hundert pfunt pfenning  
GB-C 286-1,keine_id,Bürgerspital / vor Kernertor,1435,,,,0 d.,,,,
GB-C 286-2,keine_id,Rosstränke / vor Werdertor,1435,,,,0 d.,,,,
GB-C 286-3,keine_id,unter den Schlossern,1435,ja,,,0 d.,,,,
GB-C 287-1,keine_id,Alter Kohlmarkt / #St. Michael,1435,,,72,72 d.,,,,
GB-C 287-2,keine_id,Singerstraße,1435,,,72,72 d.,,,,
GB-C 287-3,keine_id,Singerstraße,1435,,,,0 d.,,,,
GB-C 288-1,DB0047,#Alserstraße / unter den Lederern / vor Schottentor,1435,,,72,72 d.,,,,
GB-C 288-2,keine_id,Kienmarkt,1435,,,72,72 d.,,,,
GB-C 288-3,keine_id,unter den Hafnern,1435,ja,,72,72 d.,,,,
GB-C 289-1,keine_id,Haarmarkt,1435,,,72,72 d.,,,,
GB-C 289-2,keine_id,vor Werdertor,1435,,,,0 d.,,,,
GB-C 289-3,keine_id,Wollzeile,1435,,,72,72 d.,,,,
GB-C 289-4,DB5521,Am Gestade,1435,ja,,72,72 d.,,,,
GB-C 289-5,keine_id,Petersfreithof,1435,,,72,72 d.,,,,
GB-C 291-1,keine_id,Domprobsthof,1436,ja,,72,72 d.,,,,
GB-C 291-2,keine_id,Salzgries,1436,,,144,0.5 tl. 24 d.,,,,
GB-C 292-1,keine_id,Wollzeile,1436,,,480,2 tl.,,,,
GB-C 292-2,keine_id,Roter Turm,1436,,,72,72 d.,,,,
GB-C 293-1,keine_id,Kernerstraße,1436,,,72,72 d.,,,,
GB-C 293-2,keine_id,Teinfaltstraße,1436,,,72,72 d.,,,,
GB-C 293-3,keine_id,St. Johannsstraße,1436,ja,,72,72 d.,,,,
GB-C 294-1,keine_id,vor Kernertor,1436,ja,,72,72 d.,,,,
GB-C 294-2,keine_id,Bürgerspital / vor Kernertor,1436,,,72,72 d.,,,,
GB-C 294-3,keine_id,vor Kernertor,1436,ja,,72,72 d.,,,,
GB-C 294-4,keine_id,unter den Goldschmieden / Werdertor,1436,,,71,71 d.,,,,
GB-C 295-1,keine_id,vor Werdertor,1435,,,72,72 d.,,,,
GB-C 295-2,keine_id,Münzerstraße,1436,,,,0 d.,,,,
GB-C 295-3,keine_id,auf dem Anger,1436,ja,,72,72 d.,,,,
GB-C 295-4,keine_id,Liechtensteg,1436,,,72,72 d.,,,,
GB-C 296-1,keine_id,St. Jakob / Viehhof,1436,,,72,72 d.,,,,
GB-C 296-2,keine_id,Kienmarkt,1436,ja,,72,72 d.,,,,
GB-C 296-3,keine_id,Kienmarkt,1436,,,72,72 d.,,,,
GB-C 297-1,keine_id,Kienmarkt,1436,ja,,72,72 d.,,,,
GB-C 297-2,DB5207,Wiltwerkerstraße,1436,,,,0 d.,,,,
GB-C 297-3,DB5030,Schiltergasse,1436,ja,erbe ,,0 d.,,,,
GB-C 298-1,keine_id,Alter Kohlmarkt,1436,,,72,72 d.,,,,
GB-C 298-2,keine_id,Stadtgraben / vor Stubentor,1436,,,,0 d.,,,,
GB-C 298-3,keine_id,unter den langen Tuchlauben,1436,,,72,72 d.,,,,
GB-C 299-1,keine_id,,1436,,,240,1 tl.,,,,
GB-C 299-2,keine_id,innerhalb Stubentor,1436,,,,0 d.,,,,
GB-C 299-3,keine_id,innerhalb Stubentor,1436,,,,0 d.,,,,
GB-C 300-1,DB1010a,Herzoghof / Lederhof,1436,,,,0 d.,,,,
GB-C 300-2,keine_id,Greut / vor Stubentor,1436,,,,0 d.,,,,
GB-C 300-3,keine_id,Brandstätte,1436,,,,0 d.,,,,
GB-C 301-1,keine_id,Walichstraße,1436,,,72,72 d.,,,,
GB-C 301-2,DB5213,Wiltwerkerstraße,1436,,,72,72 d.,,,,
GB-C 301-3,keine_id,Kienmarkt,1436,,,72,72 d.,,,,
GB-C 301-4,keine_id,Kienmarkt,1436,,,72,72 d.,,,,
GB-C 302-1,keine_id,Himmelpforten,1436,ja,,72,72 d.,,,,
GB-C 302-2,keine_id,Teinfaltstraße,1436,,,72,72 d.,,,,
GB-C 302-3,keine_id,Heiligenkreuzerhof,1436,,,72,72 d.,,,,
GB-C 303-1,keine_id,Alter Rossmarkt,1436,,,72,72 d.,,,,
GB-C 303-2,keine_id,Singerstraße,1436,,,72,72 d.,,,,
GB-C 303-3,DB1025,Schulhof,1436,,,72,72 d.,,,,
GB-C 304-1,keine_id,innerhalb Stubentor,1436,ja,,72,72 d.,,,,
GB-C 304-2,keine_id,Haarmarkt,1436,,,186,6 s. 6 d.,,,,
GB-C 304-3,DB5544,unter den Sattlern,1436,,,72,72 d.,,,,
GB-C 304-4,DB0131,Altdonau,1436,,,72,72 d.,,,,
GB-C 305-1,keine_id,innerhalb Stubentor / Wollzeile,1436,,,72,72 d.,,,,
GB-C 305-2,DB5135,hinter St. Pankraz / Nadlergasse,1436,,,72,72 d.,,,,
GB-C 305-3,keine_id,Bürgerspital / vor Kernertor,1436,ja,,72,72 d.,,,,
GB-C 306-1,keine_id,Kumpfgasse,1436,,,72,72 d.,,,,
GB-C 306-2,DB5536,unter den Sattlern,1436,,,,0 d.,,,,
GB-C 306-3,DB5429,Hoher Markt,1436,,,,0 d.,,,,
GB-C 307-1,DB5503,Münzerstraße,1436,,,72,72 d.,,,,
GB-C 307-2,DB5504,Kammerhof,1436,,,72,72 d.,,,,
GB-C 308-1,keine_id,Alter Fleischmarkt,1436,,,72,72 d.,,,,
GB-C 308-2,DB0060,Alserstraße / vor Schottentor,1436,,,72,72 d.,,,,
GB-C 308-3,keine_id,Alter Rossmarkt,1436,,,72,72 d.,,,,
GB-C 308-4,keine_id,St. Johannsstraße,1436,,,72,72 d.,,,,
GB-C 309-1,keine_id,Singerstraße,1436,,,72,72 d.,,,,
GB-C 309-2,keine_id,Haarmarkt,1436,,,72,72 d.,,,,
GB-C 309-3,DB1073,Wiltwerkerstraße,1436,,,72,72 d.,,,,
GB-C 310-1,DB0003,Neulucke / vor Widmertor,1436,,,72,72 d.,,,,
GB-C 310-2,DB5541,unter den Sattlern,1436,,,,0.5 tl. 24 d. ?,,,,
GB-C 311-1,DB5440b,Hoher Markt,1436,,,72,72 d.,,,,
GB-C 311-2,DB5440a,Hoher Markt,1436,,,72,72 d.,,,,
GB-C 311-3,keine_id,Wollzeile,1436,,,72,72 d.,,,,
GB-C 312-1,keine_id,Singerstraße,1436,,,72,72 d.,,,,
GB-C 312-2,keine_id,Bürgerspital / vor Kernertor,1436,,,,0 d.,,,,
GB-C 312-3,keine_id,Alter Fleischmarkt,1437,,,,0 d.,,,,
GB-C 313-1,keine_id,vor Kernertor,1437,,,72,72 d.,,,,
GB-C 313-2,keine_id,Kernerstraße,1437,,,72,72 d.,,,,
GB-C 314-1,keine_id,vor Stubentor,1437,,,72,72 d.,,,,
GB-C 314-2,DB0045,Alserstraße,1437,ja,,144,4 s. 24 d.,,,,
GB-C 314-3,keine_id,innerhalb Stubentor,1437,,,,0 d.,,,,
GB-C 315-1,keine_id,unter den Lederern,1437,,,72,72 d.,,,,
GB-C 315-2,keine_id,Laimgrube / vor Widmertor,1437,ja,,72,72 d.,,,,
GB-C 315-3,keine_id,Wollzeile,1437,,,72,72 d.,,,,
GB-C 315-4,keine_id,vordere Peckenstraße,1437,,,144,0.5 tl. 24 d.,,,,
GB-C 316-1,keine_id,Haarmarkt,1437,,,72,72 d.,,,,
GB-C 316-2,keine_id,Kienmarkt,1437,,,144,0.5 tl. 24 d.,,,,
GB-C 316-3,DB5435,Hoher Markt,1437,,,144,0.5 tl. 24 d.,,,,
GB-C 317-1,keine_id,Neunburgerstraße / vor Schottentor,1437,,,144,0.5 tl. 24 d.,,,,
GB-C 317-2,DB7030,hintere Peckenstraße,1437,,,144,0.5 tl. 24 d.,,,,
GB-C 317-3,keine_id,Stadtgraben / vor Stubentor,1437,ja,,72,72 d.,,,,
GB-C 318-1,keine_id,Landstraße,1437,,,216,7 s. 6 d.,,,,
GB-C 318-2,keine_id,Kienmarkt,1437,,,504,2 tl. 24 d.,,,,
GB-C 318-3,keine_id,Haarmarkt,1437,,,72,72 d.,,,,
GB-C 319-1,keine_id,Haarmarkt,1437,,,,0 d.,,,,
GB-C 319-2,DB7028,Kernerstraße / Krugstraße,1437,,,72,72 d.,,,,
GB-C 319-3,DB5480,unter den langen Tuchlauben,1437,,,258,8 s. 18 d.,,,,
GB-C 320-1,keine_id,Stadtgraben / vor Stubentor,1437,ja,,72,72 d.,,,,
GB-C 320-2,keine_id,Fischerstiege,1437,ja,,,0 d.,,,,
GB-C 320-3,DB0110,Haarhof,1437,ja,,72,72 d.,,,,
GB-C 321-1,keine_id,Lichtensteg,1437,,,72,72 d.,,,,
GB-C 321-2,keine_id,Wollzeile,1437,,,,0 d.,,,,
GB-C 321-3,keine_id,hintere Peckenstraße,1437,,,,0 d.,,,,
GB-C 322-1,keine_id,Stadtgraben / vor Kernertor,1437,ja,,216,7 s. 6 d.,,,,
GB-C 322-2,keine_id,Greut / unter den Lederern / vor Stubentor,1437,,,,0 d.,,,,
GB-C 322-3,keine_id,vor Kernertor,1437,,,,0 d.,,,,
GB-C 323-1,DB6000,Scheffstraße / vor Stubentor,1437,,,72,72 d.,,,,
GB-C 323-2,keine_id,Alter Kohlmarkt,1437,,,72,72 d.,,,,
GB-C 323-3,keine_id,Petersfreithof,1437,,,72,72 d.,,,,
GB-C 324-1,keine_id,Alter Kohlmarkt,1437,ja,,144,0.5 tl. 24 d.,,,,
GB-C 324-2,keine_id,unter den Fischern / vor Werdertor,1437,,,,0 d.,,,,
GB-C 324-3,keine_id,unter den Fischern / vor Werdertor,1437,,,,0 d.,,,,
GB-C 324-4,keine_id,Alter Kohlmarkt,1437,,,30,30 d.,,,,
GB-C 325-1,keine_id,Bürgerspital / vor Kernertor,1437,,,72,72 d.,,,,
GB-C 325-2,keine_id,innerhalb Werdertor,1437,ja,,10,10 d.,,,,
GB-C 325-3,keine_id,Münzerstraße,1437,,,576,2 tl. 3 s. 6 d.,,,,
GB-C 325-4,keine_id,Haarmarkt / Vechtbrunnen,1437,,,,2 tl. 3 s. 6.,,,,
GB-C 326-1,keine_id,Lichtensteg,1437,,,72,72 d.,,,,
GB-C 326-2,keine_id,Brandstätte,1437,,,72,72 d.,,,,
GB-C 326-3,keine_id,vordere Peckenstraße,1437,,,72,72 d.,,,,
GB-C 326-4,keine_id,Haarmarkt / Vechtbrunnen,1437,ja,,72,72 d.,,,,
GB-C 327-1,keine_id,bei den Predigern,1437,ja,,72,72 d.,,,,
GB-C 327-2,keine_id,Mietstatt / vor Kernertor,1437,,,72,72 d.,,,,
GB-C 327-3,keine_id,Domprobsthof,1437,,,444,14 s. 24 d.,,,,
GB-C 328-1,keine_id,Lichtensteg,1437,,,72,72 d.,,,,
GB-C 328-2,keine_id,Alter Kohlmarkt / #St. Michael,1437,,,,0 d.,,,,
GB-C 328-3,keine_id,Stadtgraben / vor Stubentor,1437,,,1100,4 tl. 4 s. 20 d.,120,550,550 tl.,umb funfhundert und funfczig pfunt pfenning  
GB-C 328-4,keine_id,Lichtensteg,1437,,,,,,,,
GB-C 329-1,keine_id,Riemergasse,1437,,,144,0.5 tl. 24 d.,,,,
GB-C 329-2,keine_id,Kienmarkt,1437,,,72,72 d.,,,,
GB-C 329-3,keine_id,Kienmarkt,1437,,,144,4 s. 24 d.,,,,
GB-C 330-1,keine_id,Alter Fleischmarkt,1437,ja,,72,72 d.,,,,
GB-C 330-2,keine_id,Alter Fleischmarkt / unter den Hafnern,1437,,,72,72 d.,,,,
GB-C 330-3,keine_id,vor Stubentor,1437,,,72,72 d.,,,,
GB-C 330-4,keine_id,Kienmarkt,1437,,,216,7 s. 6 d.,,,,
GB-C 331-1,keine_id,Kienmarkt,1437,,,72,72 d.,,,,
GB-C 331-2,keine_id,Neuer Markt,1437,,,71,71 d.,,,,
GB-C 331-3,DB0121,hinter St. Pankraz,1437,,,72,72 d.,,,,
GB-C 331-4,keine_id,Preidenstraße,1437,,,144,0.5 tl. 24 d.,,,,
GB-C 332-1,keine_id,bei den Predigern,1437,,,143,0.5 tl. 23 d.,,,,
GB-C 332-2,DB0078,Bognergasse,1437,ja,,72,72 d.,,,,
GB-C 332-3,keine_id,Domprobsthof,1437,,,72,72 d.,,,,
GB-C 332-4,keine_id,Preidenstraße,1436,,,144,0.5 tl. 24 d.,,,,
GB-C 333-1,keine_id,unter den Spenglern,1437,,,144,0.5 tl. 24 d.,,,,
GB-C 333-2,keine_id,Neuer Markt,1437,ja,,216,7 s. 6 d.,,,,
GB-C 333-3,keine_id,Lichtensteg,1437,,,72,72 d.,,,,
GB-C 333-4,DB5118,hinter St. Pankraz,1437,,,72,72 d.,,,,
GB-C 334-1,keine_id,vor Kernertor,1437,,,72,72 d.,,,,
GB-C 334-2,DB5035,Schiltergasse,1437,ja,erbe ,72,72 d.,,,,
GB-C 334-3,keine_id,Weihenburg,1437,,,,0 d.,,,,
GB-C 335-1,DB0073,Bognergasse,1437,,,,0 d.,,,,
GB-C 335-2,DB5416,Hoher Markt,1437,,,,0 d.,,,,
GB-C 335-3,DB5403,Fischhof / Hoher Markt,1437,,,,0 d.,,,,
GB-C 335-4,DB5037,Wiltwerkerstraße,1437,,erbe ,,0 d.,,,,
GB-C 336-1,keine_id,innerhalb Werdertor,1437,,,360,12 s.,,,,
GB-C 336-2,keine_id,Kernerstraße / Neuer Markt,1437,,,144,0.5 tl. 24 d.,,,,
GB-C 336-3,DB5329,Hohe Brücke,1437,,,216,7 s. 6 d.,,,,
GB-C 337-1,keine_id,Alter Fleischmarkt,1437,,,,0 d.,,,,
